|id |startdt                |enddt                  |task_id|
|514|2025-09-24 13:45:47.939|2025-09-24 13:45:48.046|2      |
|515|2025-09-24 13:46:48.145|2025-09-24 13:46:48.219|1      |
|516|2025-09-24 13:46:48.237|2025-09-24 13:46:48.353|2      |
|517|2025-09-24 13:47:48.451|2025-09-24 13:47:48.534|1      |
|518|2025-09-24 13:47:48.560|2025-09-24 13:47:48.667|2      |
|519|2025-09-24 13:48:48.775|2025-09-24 13:48:48.849|1      |
|520|2025-09-24 13:48:48.866|2025-09-24 13:48:48.965|2      |
|521|2025-09-24 13:49:49.076|2025-09-24 13:49:49.165|1      |
|522|2025-09-24 13:49:49.182|2025-09-24 13:49:49.282|2      |
|523|2025-09-24 13:50:49.380|2025-09-24 13:50:49.455|1      |
|524|2025-09-24 13:50:49.472|2025-09-24 13:50:49.580|2      |
|525|2025-09-24 13:51:49.679|2025-09-24 13:51:49.753|1      |
|526|2025-09-24 13:51:49.770|2025-09-24 13:51:49.878|2      |
|527|2025-09-24 13:52:49.977|2025-09-24 13:52:50.051|1      |
|528|2025-09-24 13:52:50.068|2025-09-24 13:52:50.176|2      |
|529|2025-09-24 13:53:50.283|2025-09-24 13:53:50.358|1      |
|530|2025-09-24 13:53:50.376|2025-09-24 13:53:50.492|2      |
|531|2025-09-24 13:54:50.591|2025-09-24 13:54:50.673|1      |
|532|2025-09-24 13:54:50.690|2025-09-24 13:54:50.798|2      |
|533|2025-09-24 13:55:50.905|2025-09-24 13:55:50.988|1      |
|534|2025-09-24 13:55:51.007|2025-09-24 13:55:51.113|2      |
|535|2025-09-24 13:56:51.220|2025-09-24 13:56:51.303|1      |
|536|2025-09-24 13:56:51.320|2025-09-24 13:56:51.419|2      |
|537|2025-09-24 13:57:51.527|2025-09-24 13:57:51.609|1      |
|538|2025-09-24 13:57:51.627|2025-09-24 13:57:51.734|2      |
|539|2025-09-24 13:58:51.842|2025-09-24 13:58:51.924|1      |
|540|2025-09-24 13:58:51.942|2025-09-24 13:58:52.058|2      |
|541|2025-09-24 13:59:52.157|2025-09-24 13:59:52.231|1      |
|542|2025-09-24 13:59:52.249|2025-09-24 13:59:52.356|2      |
|543|2025-09-24 14:00:52.464|2025-09-24 14:00:52.555|1      |
|544|2025-09-24 14:00:52.572|2025-09-24 14:00:52.671|2      |
|545|2025-09-24 14:01:52.779|2025-09-24 14:01:52.861|1      |
|546|2025-09-24 14:01:52.879|2025-09-24 14:01:52.986|2      |
|547|2025-09-24 14:02:53.094|2025-09-24 14:02:53.168|1      |
|548|2025-09-24 14:02:53.185|2025-09-24 14:02:53.301|2      |
|549|2025-09-24 14:03:53.400|2025-09-24 14:03:53.484|1      |
|550|2025-09-24 14:03:53.502|2025-09-24 14:03:53.618|2      |
|551|2025-09-24 14:04:53.725|2025-09-24 14:04:53.808|1      |
|552|2025-09-24 14:04:53.825|2025-09-24 14:04:53.924|2      |
|553|2025-09-24 14:05:54.040|2025-09-24 14:05:54.131|1      |
|554|2025-09-24 14:05:54.148|2025-09-24 14:05:54.256|2      |
|555|2025-09-24 14:07:03.888|2025-09-24 14:07:03.988|1      |
|556|2025-09-24 14:07:04.005|2025-09-24 14:07:06.988|2      |
|557|2025-09-24 14:08:04.087|2025-09-24 14:08:04.195|1      |
|558|2025-09-24 14:09:04.304|2025-09-24 14:09:04.411|1      |
|559|2025-09-24 14:09:04.427|2025-09-24 14:09:07.561|2      |
|560|2025-09-24 14:10:07.668|2025-09-24 14:10:07.784|1      |
|561|2025-09-24 14:10:07.802|2025-09-24 14:10:10.210|2      |
|562|2025-09-24 14:11:10.318|2025-09-24 14:11:10.433|1      |
|563|2025-09-24 14:11:10.451|2025-09-24 14:11:12.809|2      |
|564|2025-09-24 14:12:12.916|2025-09-24 14:12:12.990|1      |
|565|2025-09-24 14:12:13.008|2025-09-24 14:12:15.532|2      |
|566|2025-09-24 14:13:15.639|2025-09-24 14:13:15.714|1      |
|567|2025-09-24 14:13:15.732|2025-09-24 14:13:18.506|2      |
|568|2025-09-24 14:14:18.614|2025-09-24 14:14:18.724|1      |
|569|2025-09-24 14:14:18.741|2025-09-24 14:14:21.167|2      |
|570|2025-09-24 14:15:21.275|2025-09-24 14:15:21.390|1      |
|571|2025-09-24 14:15:21.408|2025-09-24 14:15:23.766|2      |
